"PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/hour) ,,,,",,,,,,,,"ALLSKY_SFC_SW_DWN     CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,",,,,,,,,,
YEAR,MO,DY,HR,PRECTOTCORR,,time,temperature_2m (°C),YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,time,wind_speed_10m (km/h),,time,relative_humidity_2m (%)
2023,1,1,0,0.06,0.00006,2023-01-01T00:00,5.4,2023,1,1,0,0,2023-01-01T00:00,25.6,7.1,2023-01-01T00:00,91
2023,1,1,1,0.03,0.00003,2023-01-01T01:00,5.2,2023,1,1,1,0,2023-01-01T01:00,24.1,6.7,2023-01-01T01:00,91
2023,1,1,2,0.02,0.00002,2023-01-01T02:00,5.1,2023,1,1,2,0,2023-01-01T02:00,24.8,6.9,2023-01-01T02:00,90
2023,1,1,3,0.01,0.00001,2023-01-01T03:00,4.8,2023,1,1,3,0,2023-01-01T03:00,23.8,6.6,2023-01-01T03:00,90
2023,1,1,4,0.01,0.00001,2023-01-01T04:00,4.4,2023,1,1,4,0,2023-01-01T04:00,23.4,6.5,2023-01-01T04:00,89
2023,1,1,5,0,0,2023-01-01T05:00,3.8,2023,1,1,5,0,2023-01-01T05:00,19.1,5.3,2023-01-01T05:00,90
2023,1,1,6,0,0,2023-01-01T06:00,3.2,2023,1,1,6,0,2023-01-01T06:00,13,3.6,2023-01-01T06:00,92
2023,1,1,7,0,0,2023-01-01T07:00,2.9,2023,1,1,7,5.78,2023-01-01T07:00,10.8,3.0,2023-01-01T07:00,93
2023,1,1,8,0,0,2023-01-01T08:00,2.5,2023,1,1,8,19.15,2023-01-01T08:00,9.7,2.7,2023-01-01T08:00,94
2023,1,1,9,0,0,2023-01-01T09:00,2.4,2023,1,1,9,48.34,2023-01-01T09:00,8.6,2.4,2023-01-01T09:00,95
2023,1,1,10,0,0,2023-01-01T10:00,2.5,2023,1,1,10,68.23,2023-01-01T10:00,9,2.5,2023-01-01T10:00,95
2023,1,1,11,0,0,2023-01-01T11:00,2.5,2023,1,1,11,60.54,2023-01-01T11:00,7.6,2.1,2023-01-01T11:00,96
2023,1,1,12,0,0,2023-01-01T12:00,2.8,2023,1,1,12,36.75,2023-01-01T12:00,5.8,1.6,2023-01-01T12:00,97
2023,1,1,13,0,0,2023-01-01T13:00,2.9,2023,1,1,13,0,2023-01-01T13:00,6.1,1.7,2023-01-01T13:00,95
2023,1,1,14,0,0,2023-01-01T14:00,1.2,2023,1,1,14,0,2023-01-01T14:00,7.6,2.1,2023-01-01T14:00,95
2023,1,1,15,0,0,2023-01-01T15:00,1.5,2023,1,1,15,0,2023-01-01T15:00,8.6,2.4,2023-01-01T15:00,94
2023,1,1,16,0,0,2023-01-01T16:00,0.3,2023,1,1,16,0,2023-01-01T16:00,8.3,2.3,2023-01-01T16:00,96
2023,1,1,17,0,0,2023-01-01T17:00,-0.1,2023,1,1,17,0,2023-01-01T17:00,7.6,2.1,2023-01-01T17:00,93
2023,1,1,18,0,0,2023-01-01T18:00,-0.4,2023,1,1,18,0,2023-01-01T18:00,8.3,2.3,2023-01-01T18:00,95
2023,1,1,19,0,0,2023-01-01T19:00,-0.9,2023,1,1,19,0,2023-01-01T19:00,8.3,2.3,2023-01-01T19:00,94
2023,1,1,20,0,0,2023-01-01T20:00,-1.2,2023,1,1,20,0,2023-01-01T20:00,8.6,2.4,2023-01-01T20:00,92
2023,1,1,21,0,0,2023-01-01T21:00,-0.4,2023,1,1,21,0,2023-01-01T21:00,15.5,4.3,2023-01-01T21:00,83
2023,1,1,22,0,0,2023-01-01T22:00,-0.3,2023,1,1,22,0,2023-01-01T22:00,15.8,4.4,2023-01-01T22:00,81
2023,1,1,23,0,0,2023-01-01T23:00,-0.5,2023,1,1,23,0,2023-01-01T23:00,14.8,4.1,2023-01-01T23:00,82
2023,1,2,0,0,0,2023-01-02T00:00,-0.6,2023,1,2,0,0,2023-01-02T00:00,15.1,4.2,2023-01-02T00:00,80
2023,1,2,1,0,0,2023-01-02T01:00,-0.7,2023,1,2,1,0,2023-01-02T01:00,11.2,3.1,2023-01-02T01:00,85
2023,1,2,2,0,0,2023-01-02T02:00,-1,2023,1,2,2,0,2023-01-02T02:00,10.4,2.9,2023-01-02T02:00,88
2023,1,2,3,0,0,2023-01-02T03:00,-1.3,2023,1,2,3,0,2023-01-02T03:00,12.2,3.4,2023-01-02T03:00,90
2023,1,2,4,0,0,2023-01-02T04:00,-1.8,2023,1,2,4,0,2023-01-02T04:00,10.1,2.8,2023-01-02T04:00,90
2023,1,2,5,0,0,2023-01-02T05:00,-1.8,2023,1,2,5,0,2023-01-02T05:00,10.4,2.9,2023-01-02T05:00,91
2023,1,2,6,0,0,2023-01-02T06:00,-2,2023,1,2,6,0,2023-01-02T06:00,11.9,3.3,2023-01-02T06:00,92
2023,1,2,7,0,0,2023-01-02T07:00,-1.8,2023,1,2,7,7.62,2023-01-02T07:00,8.6,2.4,2023-01-02T07:00,91
2023,1,2,8,0,0,2023-01-02T08:00,-2.1,2023,1,2,8,38.44,2023-01-02T08:00,9.7,2.7,2023-01-02T08:00,91
2023,1,2,9,0,0,2023-01-02T09:00,-2.7,2023,1,2,9,67.13,2023-01-02T09:00,11.5,3.2,2023-01-02T09:00,90
2023,1,2,10,0,0,2023-01-02T10:00,-2.3,2023,1,2,10,80.2,2023-01-02T10:00,9,2.5,2023-01-02T10:00,88
2023,1,2,11,0,0,2023-01-02T11:00,-2.5,2023,1,2,11,49.56,2023-01-02T11:00,9,2.5,2023-01-02T11:00,88
2023,1,2,12,0,0,2023-01-02T12:00,-1.9,2023,1,2,12,28.49,2023-01-02T12:00,9,2.5,2023-01-02T12:00,84
2023,1,2,13,0,0,2023-01-02T13:00,-1.5,2023,1,2,13,0,2023-01-02T13:00,10.8,3.0,2023-01-02T13:00,81
2023,1,2,14,0,0,2023-01-02T14:00,-1,2023,1,2,14,0,2023-01-02T14:00,12.2,3.4,2023-01-02T14:00,80
2023,1,2,15,0,0,2023-01-02T15:00,-1.3,2023,1,2,15,0,2023-01-02T15:00,13,3.6,2023-01-02T15:00,82
2023,1,2,16,0.01,0.00001,2023-01-02T16:00,-0.9,2023,1,2,16,0,2023-01-02T16:00,14,3.9,2023-01-02T16:00,83
2023,1,2,17,0.03,0.00003,2023-01-02T17:00,-0.9,2023,1,2,17,0,2023-01-02T17:00,15.1,4.2,2023-01-02T17:00,81
2023,1,2,18,0.1,0.0001,2023-01-02T18:00,-0.7,2023,1,2,18,0,2023-01-02T18:00,16.9,4.7,2023-01-02T18:00,81
2023,1,2,19,0.22,0.00022,2023-01-02T19:00,-0.1,2023,1,2,19,0,2023-01-02T19:00,19.4,5.4,2023-01-02T19:00,84
2023,1,2,20,0.4,0.0004,2023-01-02T20:00,0.7,2023,1,2,20,0,2023-01-02T20:00,19.8,5.5,2023-01-02T20:00,90
2023,1,2,21,0.66,0.00066,2023-01-02T21:00,0.4,2023,1,2,21,0,2023-01-02T21:00,18,5.0,2023-01-02T21:00,75
2023,1,2,22,1,0.001,2023-01-02T22:00,0.6,2023,1,2,22,0,2023-01-02T22:00,17.3,4.8,2023-01-02T22:00,85
2023,1,2,23,1.36,0.00136,2023-01-02T23:00,0.6,2023,1,2,23,0,2023-01-02T23:00,16.9,4.7,2023-01-02T23:00,93
2023,1,3,0,1.35,0.00135,2023-01-03T00:00,0.8,2023,1,3,0,0,2023-01-03T00:00,16.2,4.5,2023-01-03T00:00,95
2023,1,3,1,1.24,0.00124,2023-01-03T01:00,0.7,2023,1,3,1,0,2023-01-03T01:00,17.6,4.9,2023-01-03T01:00,97
2023,1,3,2,1.24,0.00124,2023-01-03T02:00,0.7,2023,1,3,2,0,2023-01-03T02:00,18.7,5.2,2023-01-03T02:00,96
2023,1,3,3,1.17,0.00117,2023-01-03T03:00,0.6,2023,1,3,3,0,2023-01-03T03:00,20.5,5.7,2023-01-03T03:00,95
2023,1,3,4,0.84,0.00084,2023-01-03T04:00,0.3,2023,1,3,4,0,2023-01-03T04:00,20.2,5.6,2023-01-03T04:00,93
2023,1,3,5,0.49,0.00049,2023-01-03T05:00,-0.1,2023,1,3,5,0,2023-01-03T05:00,16.6,4.6,2023-01-03T05:00,92
2023,1,3,6,0.29,0.00029,2023-01-03T06:00,-0.1,2023,1,3,6,0,2023-01-03T06:00,12.6,3.5,2023-01-03T06:00,93
2023,1,3,7,0.19,0.00019,2023-01-03T07:00,0.2,2023,1,3,7,6.16,2023-01-03T07:00,14,3.9,2023-01-03T07:00,93
2023,1,3,8,0.1,0.0001,2023-01-03T08:00,0.2,2023,1,3,8,18.92,2023-01-03T08:00,18.4,5.1,2023-01-03T08:00,91
2023,1,3,9,0.04,0.00004,2023-01-03T09:00,0.2,2023,1,3,9,40.67,2023-01-03T09:00,19.8,5.5,2023-01-03T09:00,89
2023,1,3,10,0.02,0.00002,2023-01-03T10:00,0.5,2023,1,3,10,51.02,2023-01-03T10:00,22.3,6.2,2023-01-03T10:00,88
2023,1,3,11,0.02,0.00002,2023-01-03T11:00,0.8,2023,1,3,11,51.7,2023-01-03T11:00,21.2,5.9,2023-01-03T11:00,89
2023,1,3,12,0.01,0.00001,2023-01-03T12:00,0.9,2023,1,3,12,32.78,2023-01-03T12:00,21.6,6.0,2023-01-03T12:00,91
2023,1,3,13,0,0,2023-01-03T13:00,1.1,2023,1,3,13,0,2023-01-03T13:00,19.4,5.4,2023-01-03T13:00,92
2023,1,3,14,0,0,2023-01-03T14:00,1.1,2023,1,3,14,0,2023-01-03T14:00,17.6,4.9,2023-01-03T14:00,90
2023,1,3,15,0,0,2023-01-03T15:00,0.9,2023,1,3,15,0,2023-01-03T15:00,15.5,4.3,2023-01-03T15:00,82
2023,1,3,16,0,0,2023-01-03T16:00,0.8,2023,1,3,16,0,2023-01-03T16:00,12.6,3.5,2023-01-03T16:00,77
2023,1,3,17,0,0,2023-01-03T17:00,1,2023,1,3,17,0,2023-01-03T17:00,12.6,3.5,2023-01-03T17:00,75
2023,1,3,18,0,0,2023-01-03T18:00,0.9,2023,1,3,18,0,2023-01-03T18:00,13.7,3.8,2023-01-03T18:00,76
2023,1,3,19,0.01,0.00001,2023-01-03T19:00,0.8,2023,1,3,19,0,2023-01-03T19:00,13.3,3.7,2023-01-03T19:00,77
2023,1,3,20,0.01,0.00001,2023-01-03T20:00,0.8,2023,1,3,20,0,2023-01-03T20:00,12.6,3.5,2023-01-03T20:00,80
2023,1,3,21,0.02,0.00002,2023-01-03T21:00,0.6,2023,1,3,21,0,2023-01-03T21:00,8.6,2.4,2023-01-03T21:00,83
2023,1,3,22,0.02,0.00002,2023-01-03T22:00,0.6,2023,1,3,22,0,2023-01-03T22:00,7.6,2.1,2023-01-03T22:00,86
2023,1,3,23,0.03,0.00003,2023-01-03T23:00,0.9,2023,1,3,23,0,2023-01-03T23:00,6.5,1.8,2023-01-03T23:00,88
2023,1,4,0,0.05,0.00005,2023-01-04T00:00,0.8,2023,1,4,0,0,2023-01-04T00:00,9,2.5,2023-01-04T00:00,91
2023,1,4,1,0.04,0.00004,2023-01-04T01:00,0.6,2023,1,4,1,0,2023-01-04T01:00,10.1,2.8,2023-01-04T01:00,95
2023,1,4,2,0.04,0.00004,2023-01-04T02:00,0.6,2023,1,4,2,0,2023-01-04T02:00,13.7,3.8,2023-01-04T02:00,96
2023,1,4,3,0.03,0.00003,2023-01-04T03:00,0.6,2023,1,4,3,0,2023-01-04T03:00,22,6.1,2023-01-04T03:00,93
2023,1,4,4,0.03,0.00003,2023-01-04T04:00,0.2,2023,1,4,4,0,2023-01-04T04:00,21.2,5.9,2023-01-04T04:00,91
2023,1,4,5,0.03,0.00003,2023-01-04T05:00,0.2,2023,1,4,5,0,2023-01-04T05:00,21.2,5.9,2023-01-04T05:00,89
2023,1,4,6,0.02,0.00002,2023-01-04T06:00,0.3,2023,1,4,6,0,2023-01-04T06:00,19.4,5.4,2023-01-04T06:00,90
2023,1,4,7,0.02,0.00002,2023-01-04T07:00,0.2,2023,1,4,7,6.5,2023-01-04T07:00,19.1,5.3,2023-01-04T07:00,88
2023,1,4,8,0.01,0.00001,2023-01-04T08:00,0.2,2023,1,4,8,28.23,2023-01-04T08:00,18,5.0,2023-01-04T08:00,88
2023,1,4,9,0,0,2023-01-04T09:00,0.1,2023,1,4,9,45.2,2023-01-04T09:00,16.2,4.5,2023-01-04T09:00,85
2023,1,4,10,0,0,2023-01-04T10:00,-0.1,2023,1,4,10,46.88,2023-01-04T10:00,13.7,3.8,2023-01-04T10:00,83
2023,1,4,11,0,0,2023-01-04T11:00,-0.1,2023,1,4,11,37.35,2023-01-04T11:00,11.5,3.2,2023-01-04T11:00,83
2023,1,4,12,0,0,2023-01-04T12:00,-0.3,2023,1,4,12,23.95,2023-01-04T12:00,9,2.5,2023-01-04T12:00,86
2023,1,4,13,0,0,2023-01-04T13:00,-0.6,2023,1,4,13,0,2023-01-04T13:00,8.3,2.3,2023-01-04T13:00,86
2023,1,4,14,0,0,2023-01-04T14:00,-0.7,2023,1,4,14,0,2023-01-04T14:00,8.6,2.4,2023-01-04T14:00,87
2023,1,4,15,0,0,2023-01-04T15:00,-1,2023,1,4,15,0,2023-01-04T15:00,10.4,2.9,2023-01-04T15:00,83
2023,1,4,16,0,0,2023-01-04T16:00,-1.6,2023,1,4,16,0,2023-01-04T16:00,11.5,3.2,2023-01-04T16:00,85
2023,1,4,17,0.01,0.00001,2023-01-04T17:00,-1.9,2023,1,4,17,0,2023-01-04T17:00,10.4,2.9,2023-01-04T17:00,84
2023,1,4,18,0.01,0.00001,2023-01-04T18:00,-2.2,2023,1,4,18,0,2023-01-04T18:00,13.7,3.8,2023-01-04T18:00,86
2023,1,4,19,0,0,2023-01-04T19:00,-2.4,2023,1,4,19,0,2023-01-04T19:00,13.3,3.7,2023-01-04T19:00,88
2023,1,4,20,0,0,2023-01-04T20:00,-2.8,2023,1,4,20,0,2023-01-04T20:00,14.8,4.1,2023-01-04T20:00,85
2023,1,4,21,0,0,2023-01-04T21:00,-3,2023,1,4,21,0,2023-01-04T21:00,14.4,4.0,2023-01-04T21:00,85
2023,1,4,22,0,0,2023-01-04T22:00,-3.3,2023,1,4,22,0,2023-01-04T22:00,14,3.9,2023-01-04T22:00,85
2023,1,4,23,0,0,2023-01-04T23:00,-4.3,2023,1,4,23,0,2023-01-04T23:00,16.2,4.5,2023-01-04T23:00,86
2023,1,5,0,0,0,2023-01-05T00:00,-3.8,2023,1,5,0,0,2023-01-05T00:00,20.2,5.6,2023-01-05T00:00,83
2023,1,5,1,0,0,2023-01-05T01:00,-4.1,2023,1,5,1,0,2023-01-05T01:00,22.3,6.2,2023-01-05T01:00,81
2023,1,5,2,0,0,2023-01-05T02:00,-4.3,2023,1,5,2,0,2023-01-05T02:00,21.6,6.0,2023-01-05T02:00,79
2023,1,5,3,0,0,2023-01-05T03:00,-5.2,2023,1,5,3,0,2023-01-05T03:00,21.2,5.9,2023-01-05T03:00,80
2023,1,5,4,0,0,2023-01-05T04:00,-5.2,2023,1,5,4,0,2023-01-05T04:00,20.2,5.6,2023-01-05T04:00,81
2023,1,5,5,0,0,2023-01-05T05:00,-4.9,2023,1,5,5,0,2023-01-05T05:00,20.9,5.8,2023-01-05T05:00,81
2023,1,5,6,0,0,2023-01-05T06:00,-5.3,2023,1,5,6,0,2023-01-05T06:00,23.4,6.5,2023-01-05T06:00,82
2023,1,5,7,0,0,2023-01-05T07:00,-6.1,2023,1,5,7,6.65,2023-01-05T07:00,23.4,6.5,2023-01-05T07:00,81
2023,1,5,8,0,0,2023-01-05T08:00,-6.6,2023,1,5,8,28.39,2023-01-05T08:00,21.2,5.9,2023-01-05T08:00,80
2023,1,5,9,0.01,0.00001,2023-01-05T09:00,-6.6,2023,1,5,9,54.8,2023-01-05T09:00,20.2,5.6,2023-01-05T09:00,78
2023,1,5,10,0.02,0.00002,2023-01-05T10:00,-6.4,2023,1,5,10,74.2,2023-01-05T10:00,14.8,4.1,2023-01-05T10:00,81
2023,1,5,11,0.02,0.00002,2023-01-05T11:00,-5.9,2023,1,5,11,62.85,2023-01-05T11:00,19.1,5.3,2023-01-05T11:00,76
2023,1,5,12,0.02,0.00002,2023-01-05T12:00,-5.2,2023,1,5,12,39.84,2023-01-05T12:00,21.6,6.0,2023-01-05T12:00,70
2023,1,5,13,0.02,0.00002,2023-01-05T13:00,-4.8,2023,1,5,13,0,2023-01-05T13:00,22,6.1,2023-01-05T13:00,73
2023,1,5,14,0.02,0.00002,2023-01-05T14:00,-4.8,2023,1,5,14,0,2023-01-05T14:00,23.8,6.6,2023-01-05T14:00,74
2023,1,5,15,0.03,0.00003,2023-01-05T15:00,-5.2,2023,1,5,15,0,2023-01-05T15:00,24.5,6.8,2023-01-05T15:00,72
2023,1,5,16,0.03,0.00003,2023-01-05T16:00,-5.8,2023,1,5,16,0,2023-01-05T16:00,25.9,7.2,2023-01-05T16:00,70
2023,1,5,17,0.03,0.00003,2023-01-05T17:00,-5.9,2023,1,5,17,0,2023-01-05T17:00,24.8,6.9,2023-01-05T17:00,72
2023,1,5,18,0.03,0.00003,2023-01-05T18:00,-6.3,2023,1,5,18,0,2023-01-05T18:00,22,6.1,2023-01-05T18:00,72
2023,1,5,19,0.04,0.00004,2023-01-05T19:00,-6.2,2023,1,5,19,0,2023-01-05T19:00,20.9,5.8,2023-01-05T19:00,73
2023,1,5,20,0.05,0.00005,2023-01-05T20:00,-5.8,2023,1,5,20,0,2023-01-05T20:00,14,3.9,2023-01-05T20:00,78
2023,1,5,21,0.05,0.00005,2023-01-05T21:00,-5.8,2023,1,5,21,0,2023-01-05T21:00,19.4,5.4,2023-01-05T21:00,72
2023,1,5,22,0.05,0.00005,2023-01-05T22:00,-5.8,2023,1,5,22,0,2023-01-05T22:00,18.4,5.1,2023-01-05T22:00,74
2023,1,5,23,0.05,0.00005,2023-01-05T23:00,-6.1,2023,1,5,23,0,2023-01-05T23:00,18.7,5.2,2023-01-05T23:00,73
2023,1,6,0,0.05,0.00005,2023-01-06T00:00,-6.3,2023,1,6,0,0,2023-01-06T00:00,14.8,4.1,2023-01-06T00:00,74
2023,1,6,1,0.05,0.00005,2023-01-06T01:00,-6.8,2023,1,6,1,0,2023-01-06T01:00,9.4,2.6,2023-01-06T01:00,80
2023,1,6,2,0.05,0.00005,2023-01-06T02:00,-6.7,2023,1,6,2,0,2023-01-06T02:00,10.1,2.8,2023-01-06T02:00,77
2023,1,6,3,0.03,0.00003,2023-01-06T03:00,-6.6,2023,1,6,3,0,2023-01-06T03:00,15.5,4.3,2023-01-06T03:00,72
2023,1,6,4,0.02,0.00002,2023-01-06T04:00,-6.6,2023,1,6,4,0,2023-01-06T04:00,15.8,4.4,2023-01-06T04:00,70
2023,1,6,5,0.01,0.00001,2023-01-06T05:00,-5.9,2023,1,6,5,0,2023-01-06T05:00,13.7,3.8,2023-01-06T05:00,72
2023,1,6,6,0.01,0.00001,2023-01-06T06:00,-5.7,2023,1,6,6,0,2023-01-06T06:00,13.3,3.7,2023-01-06T06:00,69
2023,1,6,7,0.01,0.00001,2023-01-06T07:00,-5.5,2023,1,6,7,6.7,2023-01-06T07:00,13,3.6,2023-01-06T07:00,69
2023,1,6,8,0.01,0.00001,2023-01-06T08:00,-5.3,2023,1,6,8,29.13,2023-01-06T08:00,10.8,3.0,2023-01-06T08:00,75
2023,1,6,9,0.01,0.00001,2023-01-06T09:00,-5.4,2023,1,6,9,48.23,2023-01-06T09:00,6.1,1.7,2023-01-06T09:00,83
2023,1,6,10,0.01,0.00001,2023-01-06T10:00,-5.5,2023,1,6,10,56.1,2023-01-06T10:00,6.5,1.8,2023-01-06T10:00,84
2023,1,6,11,0.01,0.00001,2023-01-06T11:00,-5.2,2023,1,6,11,52.77,2023-01-06T11:00,5.8,1.6,2023-01-06T11:00,82
2023,1,6,12,0.02,0.00002,2023-01-06T12:00,-4.7,2023,1,6,12,34.6,2023-01-06T12:00,6.8,1.9,2023-01-06T12:00,74
2023,1,6,13,0.02,0.00002,2023-01-06T13:00,-4.6,2023,1,6,13,0,2023-01-06T13:00,8.6,2.4,2023-01-06T13:00,71
2023,1,6,14,0.01,0.00001,2023-01-06T14:00,-4.9,2023,1,6,14,0,2023-01-06T14:00,9.4,2.6,2023-01-06T14:00,69
2023,1,6,15,0.01,0.00001,2023-01-06T15:00,-5.6,2023,1,6,15,0,2023-01-06T15:00,9,2.5,2023-01-06T15:00,68
2023,1,6,16,0.01,0.00001,2023-01-06T16:00,-6.6,2023,1,6,16,0,2023-01-06T16:00,7.9,2.2,2023-01-06T16:00,71
2023,1,6,17,0,0,2023-01-06T17:00,-7,2023,1,6,17,0,2023-01-06T17:00,10.8,3.0,2023-01-06T17:00,75
2023,1,6,18,0,0,2023-01-06T18:00,-7,2023,1,6,18,0,2023-01-06T18:00,9.7,2.7,2023-01-06T18:00,84
2023,1,6,19,0,0,2023-01-06T19:00,-7,2023,1,6,19,0,2023-01-06T19:00,10.8,3.0,2023-01-06T19:00,84
2023,1,6,20,0,0,2023-01-06T20:00,-7.2,2023,1,6,20,0,2023-01-06T20:00,11.9,3.3,2023-01-06T20:00,84
2023,1,6,21,0,0,2023-01-06T21:00,-7.8,2023,1,6,21,0,2023-01-06T21:00,10.4,2.9,2023-01-06T21:00,85
2023,1,6,22,0,0,2023-01-06T22:00,-8.2,2023,1,6,22,0,2023-01-06T22:00,11.5,3.2,2023-01-06T22:00,88
2023,1,6,23,0,0,2023-01-06T23:00,-9.2,2023,1,6,23,0,2023-01-06T23:00,11.9,3.3,2023-01-06T23:00,87
2023,1,7,0,0,0,2023-01-07T00:00,-9.9,2023,1,7,0,0,2023-01-07T00:00,11.2,3.1,2023-01-07T00:00,88
2023,1,7,1,0,0,2023-01-07T01:00,-10.4,2023,1,7,1,0,2023-01-07T01:00,12.6,3.5,2023-01-07T01:00,88
2023,1,7,2,0,0,2023-01-07T02:00,-10.9,2023,1,7,2,0,2023-01-07T02:00,15.5,4.3,2023-01-07T02:00,87
2023,1,7,3,0,0,2023-01-07T03:00,-11.2,2023,1,7,3,0,2023-01-07T03:00,17.6,4.9,2023-01-07T03:00,83
2023,1,7,4,0,0,2023-01-07T04:00,-11.6,2023,1,7,4,0,2023-01-07T04:00,17.3,4.8,2023-01-07T04:00,81
2023,1,7,5,0,0,2023-01-07T05:00,-12.1,2023,1,7,5,0,2023-01-07T05:00,18.4,5.1,2023-01-07T05:00,78
2023,1,7,6,0,0,2023-01-07T06:00,-12.6,2023,1,7,6,0,2023-01-07T06:00,19.1,5.3,2023-01-07T06:00,74
2023,1,7,7,0,0,2023-01-07T07:00,-12.9,2023,1,7,7,6.23,2023-01-07T07:00,20.5,5.7,2023-01-07T07:00,70
2023,1,7,8,0,0,2023-01-07T08:00,-13.1,2023,1,7,8,29.71,2023-01-07T08:00,20.9,5.8,2023-01-07T08:00,66
2023,1,7,9,0,0,2023-01-07T09:00,-13.3,2023,1,7,9,52.21,2023-01-07T09:00,22,6.1,2023-01-07T09:00,66
2023,1,7,10,0,0,2023-01-07T10:00,-13.2,2023,1,7,10,54.83,2023-01-07T10:00,22.3,6.2,2023-01-07T10:00,65
2023,1,7,11,0,0,2023-01-07T11:00,-12.6,2023,1,7,11,52.22,2023-01-07T11:00,20.9,5.8,2023-01-07T11:00,61
2023,1,7,12,0,0,2023-01-07T12:00,-12.3,2023,1,7,12,36.52,2023-01-07T12:00,21.6,6.0,2023-01-07T12:00,60
2023,1,7,13,0,0,2023-01-07T13:00,-11.6,2023,1,7,13,7.73,2023-01-07T13:00,21.6,6.0,2023-01-07T13:00,59
2023,1,7,14,0,0,2023-01-07T14:00,-11.2,2023,1,7,14,0,2023-01-07T14:00,22.3,6.2,2023-01-07T14:00,62
2023,1,7,15,0,0,2023-01-07T15:00,-11.4,2023,1,7,15,0,2023-01-07T15:00,20.5,5.7,2023-01-07T15:00,62
2023,1,7,16,0,0,2023-01-07T16:00,-12,2023,1,7,16,0,2023-01-07T16:00,20.9,5.8,2023-01-07T16:00,65
2023,1,7,17,0,0,2023-01-07T17:00,-12.4,2023,1,7,17,0,2023-01-07T17:00,19.4,5.4,2023-01-07T17:00,67
2023,1,7,18,0,0,2023-01-07T18:00,-13,2023,1,7,18,0,2023-01-07T18:00,18.4,5.1,2023-01-07T18:00,69
2023,1,7,19,0,0,2023-01-07T19:00,-13.2,2023,1,7,19,0,2023-01-07T19:00,18.7,5.2,2023-01-07T19:00,71
2023,1,7,20,0,0,2023-01-07T20:00,-13.5,2023,1,7,20,0,2023-01-07T20:00,20.2,5.6,2023-01-07T20:00,73
2023,1,7,21,0,0,2023-01-07T21:00,-13.6,2023,1,7,21,0,2023-01-07T21:00,19.4,5.4,2023-01-07T21:00,74
2023,1,7,22,0,0,2023-01-07T22:00,-13.9,2023,1,7,22,0,2023-01-07T22:00,20.2,5.6,2023-01-07T22:00,74
2023,1,7,23,0,0,2023-01-07T23:00,-14.2,2023,1,7,23,0,2023-01-07T23:00,19.8,5.5,2023-01-07T23:00,76
2023,1,8,0,0,0,2023-01-08T00:00,-13.8,2023,1,8,0,0,2023-01-08T00:00,16.9,4.7,2023-01-08T00:00,77
2023,1,8,1,0,0,2023-01-08T01:00,-13.4,2023,1,8,1,0,2023-01-08T01:00,18,5.0,2023-01-08T01:00,77
2023,1,8,2,0,0,2023-01-08T02:00,-13,2023,1,8,2,0,2023-01-08T02:00,17.3,4.8,2023-01-08T02:00,77
2023,1,8,3,0,0,2023-01-08T03:00,-12.8,2023,1,8,3,0,2023-01-08T03:00,15.8,4.4,2023-01-08T03:00,77
2023,1,8,4,0,0,2023-01-08T04:00,-12.6,2023,1,8,4,0,2023-01-08T04:00,15.8,4.4,2023-01-08T04:00,77
2023,1,8,5,0,0,2023-01-08T05:00,-12.5,2023,1,8,5,0,2023-01-08T05:00,18,5.0,2023-01-08T05:00,76
2023,1,8,6,0,0,2023-01-08T06:00,-12.6,2023,1,8,6,0,2023-01-08T06:00,17.6,4.9,2023-01-08T06:00,76
2023,1,8,7,0,0,2023-01-08T07:00,-12.4,2023,1,8,7,6,2023-01-08T07:00,18,5.0,2023-01-08T07:00,77
2023,1,8,8,0.01,0.00001,2023-01-08T08:00,-12.1,2023,1,8,8,24.07,2023-01-08T08:00,16.6,4.6,2023-01-08T08:00,78
2023,1,8,9,0.01,0.00001,2023-01-08T09:00,-11.8,2023,1,8,9,38.69,2023-01-08T09:00,18.4,5.1,2023-01-08T09:00,79
2023,1,8,10,0.01,0.00001,2023-01-08T10:00,-11.4,2023,1,8,10,37.34,2023-01-08T10:00,19.1,5.3,2023-01-08T10:00,79
2023,1,8,11,0.02,0.00002,2023-01-08T11:00,-10.9,2023,1,8,11,43.2,2023-01-08T11:00,20.2,5.6,2023-01-08T11:00,79
2023,1,8,12,0.04,0.00004,2023-01-08T12:00,-10.5,2023,1,8,12,29.8,2023-01-08T12:00,22,6.1,2023-01-08T12:00,81
2023,1,8,13,0.07,0.00007,2023-01-08T13:00,-10.1,2023,1,8,13,7.09,2023-01-08T13:00,22.7,6.3,2023-01-08T13:00,81
2023,1,8,14,0.12,0.00012,2023-01-08T14:00,-9.9,2023,1,8,14,0,2023-01-08T14:00,24.1,6.7,2023-01-08T14:00,80
2023,1,8,15,0.15,0.00015,2023-01-08T15:00,-9.6,2023,1,8,15,0,2023-01-08T15:00,24.8,6.9,2023-01-08T15:00,81
2023,1,8,16,0.1,0.0001,2023-01-08T16:00,-9.5,2023,1,8,16,0,2023-01-08T16:00,25.2,7.0,2023-01-08T16:00,85
2023,1,8,17,0.06,0.00006,2023-01-08T17:00,-9.6,2023,1,8,17,0,2023-01-08T17:00,27,7.5,2023-01-08T17:00,88
